Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter_2_8ba24d0e	nvlNar	They were alike in that they both had to take care of extra head gear that so annoyingly made matters difficult. {w}Entering houses of smaller species was no easy feat.	game/chapter-2.rpy	132	nvlNar "[what]"
chapter_2_9cc50ef9	nvlNar	It was impressive that both of them could squeeze into that space and reside it for more than a couple hours without feeling the abrasive walls closing in.	game/chapter-2.rpy	133	nvlNar "[what]"
chapter_2_0c1bc8d6	nvlNar	Trying to adjust himself to a more comfortable position, Nabisin tried to lean against a brittle wall. {w}As soon as he put half of his weight against it, it collapsed, and he almost hit the ground.	game/chapter-2.rpy	135	nvlNar "[what]"
chapter_2_568ec7ac	nvlNar	Awkwardly trying to pretend nothing had happened, one of the deer’s ears raised as he heard the sound of the crumbling bricks and ash rising.	game/chapter-2.rpy	136	nvlNar "[what]"
chapter_2_28badace	nvlNar	The figure looked back toward Nabisin, who had hurriedly and awkwardly tried to hide in another part of the ruins. The boy was holding a stick and drawing something in the dirt akin to a circle.	game/chapter-2.rpy	137	nvlNar "[what]"
chapter_2_dcbb35f5	"???"	“Hey, you.”	game/chapter-2.rpy	139	"???" "[what]"
chapter_2_31331781	"???"	“I can see your tail.”	game/chapter-2.rpy	140	"???" "[what]"
chapter_2_11c4ec2b		Ignoring the spoken word, Nabisin tried to cover his tail.	game/chapter-2.rpy	141	"[what]"
chapter_2_a573d12e	"???"	“No, don’t hide it silly!”	game/chapter-2.rpy	143	"???" "[what]"
chapter_2_4e98ca40	"???"	“It looks silky and cute.”	game/chapter-2.rpy	144	"???" "[what]"
chapter_2_5c2ce341	n	“Go away.”	game/chapter-2.rpy	146	n "[what]"
chapter_2_49a7b033	"???"	“Why should I?”	game/chapter-2.rpy	149	"???" "[what]"
chapter_2_ab61e21f	"???"	“I’m just here by myself doing nothing.”	game/chapter-2.rpy	150	"???" "[what]"
chapter_2_254979ef	n	“This is my special place.”	game/chapter-2.rpy	152	n "[what]"
chapter_2_7e4926b4	"???"	“Then, let it be our place.”	game/chapter-2.rpy	154	"???" "[what]"
chapter_2_dbcfdf3c	"???"	“See, I just started something.”	game/chapter-2.rpy	155	"???" "[what]"
chapter_2_d34538d4	l	“Also, the name’s Luludân.”	game/chapter-2.rpy	156	l "[what]"
chapter_2_a4caebb7	nvlNar	I’m unsure what Luludân meant by that, but Nabisin felt like helping him.	game/chapter-2.rpy	158	nvlNar "[what]"
chapter_2_67ca530c	nvlNar	A weird aura surrounded the entire place once Nabisin stepped closer, cold but also warm; the lights that bathed the place started to shift and merge as if they were underwater; darkness sometimes made itself greater than light but was quickly overwhelmed by light again.	game/chapter-2.rpy	159	nvlNar "[what]"
chapter_2_404b29e7	nvlNar	Something was off. He could hardly recollect all that had happened in the last minute or so. It was as if nothing had happened.	game/chapter-2.rpy	161	nvlNar "[what]"
chapter_2_622117e3	nvlNar	There was a gap in his memory, one that could never be filled, no matter how hard Nabisin tried to think the first day he met Lulu.	game/chapter-2.rpy	162	nvlNar "[what]"
chapter_2_c911fb18		He didn’t think ill of his lover; maybe it was just a matter of being young and not remembering much of those times. Memories often get distorted over time.	game/chapter-2.rpy	163	"[what]"
chapter_2_9f200088	nvlNar	Lulu told Nabisin much later, once they started dating, that he had hit his head trying to hide from him.	game/chapter-2.rpy	165	nvlNar "[what]"
chapter_2_382440b3	nvlNar	And sure, Nabisin knew he had almost crumbled as he remembered details of the walls giving up on weight.	game/chapter-2.rpy	166	nvlNar "[what]"
chapter_2_c745e437	nvlNar	But, while it seemed easy to dismiss it as just kids being extremely clumsy, Nabisin couldn’t pinpoint the source of why his head later that day felt lighter than ever; maybe a headache had to stroke him, and recollecting the events of their first meeting must’ve been too embarrassing, even to your taste.	game/chapter-2.rpy	167	nvlNar "[what]"
chapter_2_5d1f1819	nvlNar	Trust was blindly put to exercise; Nabisin didn’t think of that day anymore but of the moments that made their relationship real and tangible.	game/chapter-2.rpy	169	nvlNar "[what]"
chapter_2_32adc8a4	nvlNar	Lulu kept on, a bit hesitant, as if he also had trouble recollecting the events of that day. Even so, Nabisin always felt Lulu omitted crucial details in the narrative.	game/chapter-2.rpy	170	nvlNar "[what]"
chapter_2_8faee720	nvlNar	He said he ran to Nabisin’s aid, afraid he would die if he got horns injured, something that could aggravate matters.	game/chapter-2.rpy	171	nvlNar "[what]"
chapter_2_828ede99	nvlNar	But, something didn’t sit right with that follow up either. If Lulu hadn’t helped him, would he be dead?	game/chapter-2.rpy	173	nvlNar "[what]"
chapter_2_dd51a1e6	nvlNar	It was silly to think of such a thing. Right now, he should focus on something else. Lingering on these thoughts offers no service.	game/chapter-2.rpy	174	nvlNar "[what]"
chapter_2_1db03ee7	nvlNar	There were many things Nabisin didn’t know about Luludân, which was agonizing to some degree, as if Luludân drew lines in their relationship.	game/chapter-2.rpy	175	nvlNar "[what]"
chapter_2_b45038e6	nvlNar	No, they were always honest with each other; their relationship had no lies, limits, or gaps. It was almost as if he had been under some spell Lulu put him through, but that was unlikely also. Magic was prohibited, and even then the gods would never allow it.	game/chapter-2.rpy	176	nvlNar "[what]"
chapter_2_f040e9c0	nvlNar	He had questioned it for a long time, a persistant nagging thought that he had somehow been under Lulu’s spell, as if it were a strange possibility.	game/chapter-2.rpy	178	nvlNar "[what]"
chapter_2_567a0447	nvlNar	Natural laws couldn’t explain their union and boundless love, but there they were, in bright light, being themselves and loving themselves.	game/chapter-2.rpy	179	nvlNar "[what]"
chapter_2_72c5cf31	nvlNar	A man was designed to be with a woman, or so they were thought to be.	game/chapter-2.rpy	180	nvlNar "[what]"
chapter_2_71f9c9a4	nvlNar	Luludân was designed for Nabisin, and they were satisfied with their own self-crafted truth. However, the details of that first meeting became murkier as the years passed.	game/chapter-2.rpy	181	nvlNar "[what]"
chapter_2_d72f8864		He found himself cornered once again in a different place, one unfamiliar to him. His prison revealed itself in all of its terrifying glory.	game/chapter-2.rpy	184	"[what]"
chapter_2_b132f3ba		Pulled out of his thoughts, guards approached his cell.	game/chapter-2.rpy	185	"[what]"
chapter_2_0985066c		Enormous in stature compared to his modest frame, Nabisin always had to look up as both a sign of respect and honor for their noble job, despite this time keeping an innocent man behind bars.	game/chapter-2.rpy	186	"[what]"
chapter_2_d1d8bf30		It was no wonder why the entire high echelon up until the king was only composed of lizards and dragons.	game/chapter-2.rpy	187	"[what]"
chapter_2_ed850a31		But this time, together with them, a familiar muzzle appeared. Although covered in a cloth, Nabisin did a double take at who was approaching with haste and worry.	game/chapter-2.rpy	188	"[what]"
chapter_2_ab7c689a		Slowly it dawned on him... {w}that muzzle belonged to a fox he knew quite well...	game/chapter-2.rpy	189	"[what]"
chapter_2_ac0557f5		Wait, Shelibuum!	game/chapter-2.rpy	190	"[what]"
chapter_2_366386af		A menacing aura surrounded them; the guards were certainly not permitted to let this meeting happen!	game/chapter-2.rpy	191	"[what]"
chapter_2_8fff948e		Shelibuum must have bribed them to get to me, which meant this case would be difficult.	game/chapter-2.rpy	193	"[what]"
chapter_2_360c416a		Covered from head to toe, her tail was also curled so as not to announce her presence. {w}Silence once again enveloped both of us.	game/chapter-2.rpy	194	"[what]"
chapter_2_3940f7ca		In a way, it was comforting seeing an old friend. She fumbled in the pockets of her attire, taking out a carved statuette with an odd base that refused to remain still.	game/chapter-2.rpy	195	"[what]"
chapter_2_38a71f0e		The strange object seemed almost drawn to Nabisin. {w}It shook a little, though that could’ve been Shelibuum’s nervousness getting the best of her.	game/chapter-2.rpy	196	"[what]"
chapter_2_668c2d9e		The figurine had no imperfections, bumps, or signs of knife work, either.	game/chapter-2.rpy	197	"[what]"
chapter_2_8ce4b2de		It has been carved with perfect precision.	game/chapter-2.rpy	198	"[what]"
chapter_2_704f6977		Examining the object further, Nabisin thought of asking Shelibuum, but she looked into Nabisin’s eyes, which mirrored his soul.	game/chapter-2.rpy	199	"[what]"
chapter_2_b43c3abd		Signaling the guards she was done, they quickly scolded her back to outside.	game/chapter-2.rpy	200	"[what]"
chapter_2_e8af8e37		Eluded by the statuette’s meaning, or the lack thereof, he pondered who could carve so perfectly like that.	game/chapter-2.rpy	201	"[what]"
chapter_2_ca0845c0		The statuette was made of wood, with strange metal intertwining the core and then surfacing in intricate patterns.	game/chapter-2.rpy	202	"[what]"
chapter_2_da95aeb2		Maybe another language, Nabisin thought.	game/chapter-2.rpy	203	"[what]"
chapter_2_9ccb7616		Putting the statuette away for a second, he tried to think of many solutions to the enigma.	game/chapter-2.rpy	204	"[what]"
chapter_2_45cf02aa		Suddenly he recognized it; that was Lulu’s art sculpted into a beautiful statuette!	game/chapter-2.rpy	205	"[what]"
chapter_2_45e819c2		The perfection was beyond any other man’s capacity, only one such as Lulu could’ve made such beautiful statuette with such detail and mindfulness.	game/chapter-2.rpy	206	"[what]"
chapter_2_87f42bbe		It was a goat, like him, with its arms outstretched in prayer formation, though now that he examined the statuette, it seemed malleable enough to form any pose.	game/chapter-2.rpy	207	"[what]"
chapter_2_07d6b41a		A visible smile cracked onto his face. Nabisin could feel as if the dark corridor he had been so desperately looking for a way out from had become less narrow.	game/chapter-2.rpy	208	"[what]"
chapter_2_6b734c61	n	{i}I knew it!{/i}	game/chapter-2.rpy	209	n "[what]"
chapter_2_f256f08f	n	{i}He’s still after me!{/i}	game/chapter-2.rpy	210	n "[what]"
chapter_2_4bb5bee1		Even though happiness restored Nabisin’s hope, as if he could sense Lulu’s presence in his enclosure, reaching for his chin and caressing his fur, he had more pressing matters.	game/chapter-2.rpy	211	"[what]"
chapter_2_b6cfc792		Getting a sign is the first step towards his liberation. {w}Now, the hard part is still to come. He attempted to script how his trial may proceed in his mind.	game/chapter-2.rpy	212	"[what]"
chapter_2_97d97abe		Now that the heavy weight was swiftly lifted, the bed seemed to draw even closer to him. {w}His thoughts were all around the place.	game/chapter-2.rpy	213	"[what]"
chapter_2_1d38b03b		It gave himself another excuse to just lay down and forget everything.	game/chapter-2.rpy	214	"[what]"
chapter_2_8782a478		The chilly night felt a bit warmer that day. {w}The fine, scented breeze reminded Nabisin of his time sleeping at the temple headquarters once he had been initiated as a priest.	game/chapter-2.rpy	215	"[what]"
chapter_2_4a882ecf		He was required to live by older priests and his colleagues. {w}A certain someone always tried to bother him at every turn.	game/chapter-2.rpy	216	"[what]"
chapter_2_dbc0df89		Speaking up to the higher ones was of no avail, as they seemed to enjoy seeing acolytes being harsh to each other.	game/chapter-2.rpy	217	"[what]"
chapter_2_d673442f		Sometimes it could be fun. {w}They used to play many silly games, but even when harsher forms of aggression took form, higher-ups still didn’t care.	game/chapter-2.rpy	218	"[what]"
chapter_2_8466a1f4		The thick veil of the night was lifted, and sunlight entered through the small crevice in his cell of involuntary imprisonment.	game/chapter-2.rpy	219	"[what]"
chapter_2_cfe0d665		Every day he followed the same routine, tiresome as it was. {w}He only had one thing to do: wake up and face the guards.	game/chapter-2.rpy	220	"[what]"
chapter_2_203a25d4		He shouldn’t have become accustomed to being in such a dire state, but he confessed he did out of fear he wouldn’t make it out.	game/chapter-2.rpy	221	"[what]"
chapter_2_d81ce300		Still, yesterday’s spark of change gave Nabisin a reason to hold out long enough for another sigh.	game/chapter-2.rpy	222	"[what]"
chapter_2_ea2c0bf7		Each at their respective spots, the two guards shuffled places. {w}Nabisin assumed much was to come in the following hours.	game/chapter-2.rpy	223	"[what]"
chapter_2_6a30787b		The rusty creak of the cell opening would have been deafening to Nabisin had he not been so anxious about what was going to happen.	game/chapter-2.rpy	224	"[what]"
chapter_2_9e77be33		Being scolded down the corridors that served as his imprisonment, he felt several gushes of air coming his way, damp and breezy. The incense of nearby temples was noticeable to such a degree Nabisin knew today must be the god Shamash’s birthday.	game/chapter-2.rpy	225	"[what]"
chapter_2_0d81894c		A weird stinging sensation across his arms made them incredibly itchy for a moment. {w}His fur felt as if being torn apart by small flames, and his lower legs also felt worse than painful stings.	game/chapter-2.rpy	226	"[what]"
chapter_2_60ac11e2		Then, as if nothing had happened, relief overwhelmed him. {w}The winds settled on him, making it much easier to reassess the situation and check his arms and legs.	game/chapter-2.rpy	227	"[what]"
chapter_2_20c3494b		Unsurprisingly, nothing seemed etched into his fur, as the burning sensation would have indicated. {w}Not a single scratch or patch of fur had been damaged.	game/chapter-2.rpy	228	"[what]"
chapter_2_5e34b408		Was his mind playing some sick trick on him on the way to his trial? Had he done something unusual?	game/chapter-2.rpy	229	"[what]"
chapter_2_1386af9f		Trying to calm himself, Nabisin remembered the small statuette tucked in his dirty robes.	game/chapter-2.rpy	230	"[what]"
chapter_2_f2e6a6d3		It was the same as yesterday, though some of its metal markings seemed to glisten more than before, reflecting the sun like a crystalline pond.	game/chapter-2.rpy	231	"[what]"
chapter_2_c2f361da		Still trying to decode the meaning of these strange series of events, the statuette felt lighter for a second, as if could move on its own.	game/chapter-2.rpy	232	"[what]"
chapter_2_2af809e5		Then its usual weight came back.	game/chapter-2.rpy	233	"[what]"
chapter_2_a8c287a4		If the gods wish to blind me, they can do as they please, but this absurdity needs to end. What in the name of heavens has happened to me?	game/chapter-2.rpy	234	"[what]"
chapter_2_cc1a72da		Had my mind turned into stew for straying away from the gods!	game/chapter-2.rpy	235	"[what]"
chapter_2_423d0d12		Cursing under his breath, Nabisin was fuming, insecure about his situation, and even more nervous about being falsely accused of a crime he hadn’t committed.	game/chapter-2.rpy	236	"[what]"
chapter_2_8d17971b		Before long, the palace shadow projected onto Nabisin and the guards scolding him. {w}This menacing construction was the House of the Just and where Shulgi, King of the Four Corners of the World resided together with his personnel.	game/chapter-2.rpy	237	"[what]"
chapter_2_38afc40d		He once visited this place during his years of learning as an acolyte; now he is here as a prisoner.	game/chapter-2.rpy	238	"[what]"
chapter_2_909e4988		The place was mostly the same as it always had been; nothing new was here beyond the new guards and King Shulgi sitting on his throne.	game/chapter-2.rpy	242	"[what]"
chapter_2_c9b230c9		The trial would begin once the scribes arrived at the scene, prompted to either record this legal procedure or to spew and remind the accused person of his crimes.	game/chapter-2.rpy	243	"[what]"
chapter_2_0306d295		Neither Lulu nor Shelibuum were seen. They were either late or were not invited. {w}This seemed quite strange, given that they also partook in Nabisin’s “crime” so to speak.	game/chapter-2.rpy	244	"[what]"
chapter_2_8e421bbb		Out of the corner of his eye, a most unpleasant visage appeared: that of Utudug, the bastard who had made Nabisin’s life a torment. Hadn’t the universe paired them during his time as an acolyte, things could have been considerably different.	game/chapter-2.rpy	246	"[what]"
chapter_2_2a238864		Trying to control his breath, Nabisin hated Utudug with every fur of his being; he felt more than willing to strangle him and leave him to rot under the Euphrates; may the gods forget he was ever there.	game/chapter-2.rpy	247	"[what]"
chapter_2_04105866		The silent hatred behind his facade intoxicated Nabisin’s hot, boiling blood with the most vile poison, so much so that he was crushing Lulu’s gift he had been holding this entire time.	game/chapter-2.rpy	248	"[what]"
chapter_2_2b0243c9		His fists crushing the statue with his finger hooves, he should have broken the fragile, shiny metal sculpture, but despite this, the statuette refused to shatter.	game/chapter-2.rpy	249	"[what]"
chapter_2_ae6fb59c		Instead, it slipped from his hands, and the statuette, as if it had sprung to life, bounced upon the floor, rolling across the room until it stood upright.	game/chapter-2.rpy	250	"[what]"
chapter_2_53d4cbeb		Nabisin tried to grab the fleeting gift, jumping and spinning, which seemed to have a desire of its own, but once he caught the statuette, it refused to move from its spot, almost as if it was designed to be there.	game/chapter-2.rpy	251	"[what]"
chapter_2_01511f96		No matter how much force he applied to pull, twist, even knock the statuette over, it was melded to the ground.	game/chapter-2.rpy	252	"[what]"
chapter_2_72468685	g	“Hey, you there! Get off the ground, mutt. The scribes are already here.”	game/chapter-2.rpy	254	g "[what]"
chapter_2_2937eb47		Trying not to embarrass himself more, he rose from the ground and went back to his place. {w}He remembered when Shelibuum gave him the statuette and how, even though it had been less than a day, he had given the object emotional significance as a gift, hope, and love.	game/chapter-2.rpy	255	"[what]"
chapter_2_83a825e1		Yet it slipped from his hands as if it were forcibly jerked away, leading him to believe some otherworldly force animated it.	game/chapter-2.rpy	256	"[what]"
chapter_2_be01f317		He couldn’t understand the meaning of anything that happened within the last days or so.	game/chapter-2.rpy	257	"[what]"
chapter_2_1754591c		Remembering long lost memories that both reminded him of happier times of ignorance and the burning sensation that felt as if his skin was being torn apart, yet no signs of cuts. {w}Now add to the list his gift creating a mind of his own and attaching itself to the floor.	game/chapter-2.rpy	258	"[what]"
chapter_2_d5c76ac0		There was no explanation whatsoever. Being alone again was a mind-numbing experience. {w}He hadn’t been like this for years.	game/chapter-2.rpy	259	"[what]"
chapter_2_684b710d		He was always by Luludân, and yet right now, he felt as if the world had become a husk of itself. {w}He barely knew what was to come.	game/chapter-2.rpy	260	"[what]"
chapter_2_78434540		Suddenly, the room grew wider and taller. {w}Nabisin, at the center, stood still when he saw another familiar muzzle—that of Shelibuum, calming his nerves. {w}At least she was smiling, but soon, she turned her gaze back to her doings.	game/chapter-2.rpy	261	"[what]"
chapter_2_eed7670d	"Judge"	“Nabisin, The one who calls upon Sîn, may you be judged with the god’s favor on your side, and may the rivers spare you. We are united here for your offenses towards Utudug, he who is good, towards your unnatural liking for the same as your sex.”	game/chapter-2.rpy	263	"Judge" "[what]"
chapter_2_6ae47ce0	"Judge"	“Can you contest these accusations?”	game/chapter-2.rpy	264	"Judge" "[what]"
chapter_2_ef453d96		The piercing and demanding voice of the judge cut through the air. {w}Everyone, including Nabisin, was taken back to the memory of that night.	game/chapter-2.rpy	265	"[what]"
chapter_2_63c436e5		The offense was to speak up before a high member of the priests, their favorite in fact, and leave so soon as to displease the high priests who had traveled from far and wide.	game/chapter-2.rpy	266	"[what]"
chapter_2_bf8351dc		Nabisin tried to speak; {w}his mouth was gaping open several seconds before he could mutter any word under his breath.	game/chapter-2.rpy	267	"[what]"
chapter_2_fab79b24		Given his anger and almost desperation, he finally spurts some words.	game/chapter-2.rpy	268	"[what]"
chapter_2_96ea38e0	n	“It was not my intention to so disrespect and misbehave as my high rank so demands at the feast.”	game/chapter-2.rpy	270	n "[what]"
chapter_2_a387e7f3	n	“Utudug has always been a sore pain in my life. From the time we were paired during our training to this very sour day.”	game/chapter-2.rpy	271	n "[what]"
chapter_2_500af3e7		Trying to subdue his anger, he inhaled and exhaled in hopes of simmering down his hateful thoughts. {w}He calmly returned to his monologue.	game/chapter-2.rpy	272	"[what]"
chapter_2_ac63664c	n	“If thou hast a problem with what I do with my life, may the gods be in my favor and bring reason to this. {w}It is not your business to force yourself into my affairs and declare my desires to be inappropriate.”	game/chapter-2.rpy	273	n "[what]"
chapter_2_978e4b50	n	“Only the gods are to administrate these petty matters. {w}Haven’t you noticed the increasing danger of Euphrates flooding our fields? Of our foodstuffs decaying? It is known our instability has only begun.”	game/chapter-2.rpy	274	n "[what]"
chapter_2_aed950fd		The room fell into a deafening silence; even the judge and Utudug felt conflicted about speaking up again.	game/chapter-2.rpy	276	"[what]"
chapter_2_439ba232		A dense aura surrounded the place. {w}The air felt quite heavy to breathe, as a thin beam of light appeared to shift and dance.	game/chapter-2.rpy	277	"[what]"
chapter_2_fd997d1b		Nabisin felt sweaty for a moment, staring intently toward the statuette that was attached to the floor.	game/chapter-2.rpy	278	"[what]"
chapter_2_69fec7e7		No one other than Nabisin noticed the atmosphere around them mutating, manifesting some tempest or solar eclipse. {w}The statuette was too far away, just outside his range of vision to notice the small details. {w}But its silhouette was visible, and it changed its pose.	game/chapter-2.rpy	279	"[what]"
chapter_2_f021b0dd		He couldn’t quite understand what pose it was trying to do or what was happening.	game/chapter-2.rpy	280	"[what]"
chapter_2_3f49a51b		His overwhelmed senses were overcome, the last barrier preventing insanity. {w}The ground felt like it was crumbling; he wanted to either vomit or faint.	game/chapter-2.rpy	281	"[what]"
chapter_2_27d1e408		Then just as suddenly, everything subdued, being cut with the Judge’s harsh voice.	game/chapter-2.rpy	282	"[what]"
chapter_2_2fafacf4	"Judge"	“NABISIN! {w}Are you still with us?”	game/chapter-2.rpy	284	"Judge" "[what]"
chapter_2_d4d4e546	n	“Pardon, I may have entered a state of unwellness; my senses were overwhelmed-”	game/chapter-2.rpy	286	n "[what]"
chapter_2_504fba8b	"Judge"	“Silence! {w}Your time is over. Utudug, who is good, may you speak?”	game/chapter-2.rpy	288	"Judge" "[what]"
chapter_2_b6576132		His ill intentions bathed his face with contempt, but he stood loosely. {w}Calmness was his mask, and his calculated, condescending gestures and words spit like a cobra’s venom.	game/chapter-2.rpy	289	"[what]"
chapter_2_59446fc6	u	“Well, I know much about our infancy and time spent at the temples, cares, and I didn’t hold such grudges against you, Nabisin. {w}I remind you, our activities were weak, but you grew sour of me and my comrades. How can one speak up for you when you clearly can’t handle a playful shove?”	game/chapter-2.rpy	293	u "[what]"
chapter_2_303ead2e	u	“Onto the next matter, your liking is evident; you are feminine. {w}Girl-like. {w}Your taste is vile and that of twisted nature. {w}That’s very much why the gods had passed down the laws we know and exercise on this land, which by your own narrative is being punished by divine intervention or lack thereof.”	game/chapter-2.rpy	294	u "[what]"
chapter_2_ab66ebe8	u	“You are practically a female, Nabisin. {w}Accept it. {w}Dress like one of them; your slender physique reminds me of a slave I once had who married a mutt and managed to become free."	game/chapter-2.rpy	295	u "[what]"
chapter_2_9a8369d8	u	"Much to your surprise I’m sure, I’m merciful and have bid them farewell. {w}But if you can’t bear the pains of a man, then fifty blows and becoming a eunuch shall suffice your perverted desires.”	game/chapter-2.rpy	296	u "[what]"
chapter_2_942efd74		Whispers filled the room left and right. {w}People were sure Utudug was right, but they also discussed the possibility of this going too far.	game/chapter-2.rpy	297	"[what]"
chapter_2_a3a10ea1		It’s been three years since the last time someone was beaten and made a eunuch.	game/chapter-2.rpy	298	"[what]"
chapter_2_fb9f90e3		Sure, things change. People become softer or harder over time, but it has come to the attention that, indeed, there were more pressing matters at the moment. {w}Likewise was what Nabisin had brought to the table.	game/chapter-2.rpy	299	"[what]"
chapter_2_4164e453		Men can change the laws to better suit their needs, and the last time this happened, people decided it was too harsh a punishment.	game/chapter-2.rpy	300	"[what]"
chapter_2_e4dd16a5		Nevertheless, Utudug was adamant about his beliefs and spewed his poison everywhere.	game/chapter-2.rpy	301	"[what]"
chapter_2_62a5d026		The judge struggled to reestablish order in the room by speaking up, but his voice refused to reach anyone once the whispers became conversations and conversations became disagreements. But then…	game/chapter-2.rpy	302	"[what]"
chapter_2_0bab1f0c	"Judge"	“ENOUGH!”	game/chapter-2.rpy	304	"Judge" "[what]"
chapter_2_cc5179b4		Everyone went quiet, knowing he had the final word on this case. Each of them resented but complied with the call.	game/chapter-2.rpy	305	"[what]"
chapter_2_bc0858af		Not only was Nabisin’s fate given to others to meddle with, but his temper once again started to become increasingly hard to control once he started to stare at the statuette.	game/chapter-2.rpy	306	"[what]"
chapter_2_5524b5cc		Time seemed to slow down, and the object he once appreciated seemed to move graciously, painting a pose that Nabisin tried to imitate.	game/chapter-2.rpy	307	"[what]"
chapter_2_c14db618	"Judge"	“It is decided so, Nabisin, you are set to receive fifty blo-...”	game/chapter-2.rpy	309	"Judge" "[what]"
chapter_2_91cd286c		The voice of the judge started to get muffled as the room goes silent.	game/chapter-2.rpy	310	"[what]"
chapter_2_0e125cd8		As the statuette moved, Nabisin stroked another pose mimicking its elusive dance, expecting something, if anything, to happen. {w}He didn’t lose his composure because he knew unless something happened would be soon sentenced to a barbaric punishment that would debilitate him forever.	game/chapter-2.rpy	313	"[what]"
chapter_2_983f13ef		The statuette struck another pose, and Nabisin already knew to follow. {w}Meanwhile, the judge tried to raise his voice once more, and Nabisin ignored him. Locked in a trance-like state, he danced at the statuette’s will as if nothing else mattered.	game/chapter-2.rpy	314	"[what]"
chapter_2_dafb0974		The image he had hoped to see again flashed before his eyes; the palace descended in chaos, the light sources flickered, and gushes of wind intruded with all kinds of scents.	game/chapter-2.rpy	316	"[what]"
chapter_2_a09adfc4		Nabisin didn’t think to connect his dance to the sudden shift in atmosphere. Winds became stronger and stronger, the floor started to shift a little bit, a tempest seemed to form outside, and on cue, it started raining.	game/chapter-2.rpy	318	"[what]"
chapter_2_6de8c901		Finally, the statuette’s dance seemed to reach its eventual end. The symphony of screams, chaotic shuffling, and Utudug bracing himself in terror before being thrown at a wall was probably the best scene Nabisin could imagine, and it was happening right before his eyes.	game/chapter-2.rpy	320	"[what]"
chapter_2_decafed4		Was he doing all of that by following the movements? Was it magic? Some sort of favor of the gods? Or just a coincidence? As he struck the final pose, he didn’t know or seek to question further.	game/chapter-2.rpy	323	"[what]"
chapter_2_beb72bc1		With it, time seemed to return to its natural flow, but something awful was bound to happen.	game/chapter-2.rpy	324	"[what]"
chapter_2_52d21a2b		Ripples through the ground grew steadily; the judge seemed to struggle enough to hold himself upright. Meanwhile, Nabisin barely felt his feet shuffle. He was still waiting for the statuette to act more than create some cracks for his accusors to stumble upon.	game/chapter-2.rpy	325	"[what]"
chapter_2_13ad27e9		Suddenly, with the tremor of an earthquake, the palace crumbled upon itself, brick by brick falling.The structure was barely holding itself, revealing a giant hole that engulfed everyone around Nabisin. The absolute horror on his face was notable, but he felt they earned their judgment.	game/chapter-2.rpy	328	"[what]"
chapter_2_8247b30c		Perhaps not everyone deserved the fate of getting swallowed by the bowels of the Earth, perhaps even the judge, but now the hole was getting bigger and bigger.	game/chapter-2.rpy	329	"[what]"
chapter_2_4b3dc237		He wasn’t sure whether Shelibuum left the room in time; all he knew was that the place had become a husk of itself. {w}And he was standing in an unaffected pillar, a single section that had not crumbled.	game/chapter-2.rpy	330	"[what]"
chapter_2_1208c8e2		There’s no doubt that that was beyond what Nabisin knew. {w}Could he even call that magic? Maybe it was the craft of a god in his favor, but the statue suggested that he himself had done it. 	game/chapter-2.rpy	331	"[what]"
chapter_2_b8319dc7		No matter how much he wanted to believe it was an external factor, he somehow did that, and in the process he killed Utudug, the very man who wanted to see him frail and devoid of life.	game/chapter-2.rpy	332	"[what]"
chapter_2_52c2ce76		By the time the earthquake subsided, Nabisin thought to himself. I guess that’s it, but where do I go from here?	game/chapter-2.rpy	333	"[what]"
chapter_2_71edad13		Quietness overcame the echoing sounds of crumbling bricks and cracks opening. {w}Out of the mud that became the floor, a monster shouted at the top of his lungs. {w}A hand stuck out, and then the muzzle of a gray cat once called Utudug came into view.	game/chapter-2.rpy	334	"[what]"
chapter_2_66c1597f	u	“YOU! GRNNRNNRNANNGNGNNARHA!”	game/chapter-2.rpy	336	u "[what]"
chapter_2_37a07141	u	“You’re going to pay for this, girl-like abomination on the face of the gods. May you die painfully under the rivers-”	game/chapter-2.rpy	337	u "[what]"
chapter_2_367b6576		His distorted face of hatred and vengeance was all that Nabisin could see as Utudug rapidly became snail- like, his legs had been crushed by the earthquake he had summoned.	game/chapter-2.rpy	338	"[what]"
chapter_2_b904a444		Then, it came to Nabisin he needed to do this. {w}He wanted to. {w}As much as kindness and reciprocity was his motif, his anger overwhelmed all other senses.	game/chapter-2.rpy	339	"[what]"
chapter_2_c9ec22b3		No one should be subjected to having their life threatened in this manner.	game/chapter-2.rpy	340	"[what]"
chapter_2_2e84973c		Nabisin landed a swift kick to Utudug’s face, after which he fell into another puddle of mud. {w}It soon succumbed to his weight and impact, swallowing the demon with a catlike disguise.	game/chapter-2.rpy	342	"[what]"
chapter_2_7d57c5ea		He was finally gone for good, and as much Nabisin felt tired and dirty, he felt like he had stood up to all the bad people in his life and literally kicked the worst of them all in the face.	game/chapter-2.rpy	343	"[what]"
chapter_2_6ca20eb0		Tired and feeling quite limp, he fell to his knees after such eventful evening. {w}The setting sun kissed his face with its array of yellow, orange and red colors while the sky displayed an even more beautiful array that made every moment of hell he had recently experienced somehow worth it.	game/chapter-2.rpy	344	"[what]"
chapter_2_84191d07		Freedom. {w}Nabisin was liberated from the shackles of those who were against him. He didn’t care whether he had ended an entire dynasty or somehown ended the lives of people who were going to kill him anyway.	game/chapter-2.rpy	345	"[what]"
